branch,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
IT,6.08,2,3.5,5.5,39.1,7.5,6.1,2.6,1,3,0,1,0,1,0,
CSE,6.18,1,5.6,6.7,51.8,5.6,2.3,5.8,1,1,2,0,0,0,0,
ME,6.61,2,6.8,4.6,72.2,1.5,3.1,4.2,1,3,2,2,0,0,0,
CSE,6.85,0,6.6,6.1,57.6,8.7,4.6,2.3,1,2,3,0,1,2,1,15.46
CSE,7.86,0,3.6,2.8,61.9,3.7,4.7,4.1,2,0,2,1,1,3,0,
CE,5.73,0,4.1,6.7,65.1,6.9,6,4.6,1,2,1,0,2,0,1,16.74
CE,7.72,1,6.3,5.3,79.5,6.6,4,5,1,2,0,2,1,1,0,
IT,7.21,2,5.3,7.9,54,7.3,4.8,1.8,0,1,1,0,0,0,1,18.03
CE,6.52,0,5.3,4.7,63.6,6.8,4.7,6.4,0,0,1,0,0,0,0,
Chemical,6.33,0,5.3,7.3,57.7,3.4,6.5,2.9,1,1,2,0,1,0,1,16.36
CSE,8.17,0,1.7,5.7,70.7,6.5,6.3,7.7,2,5,2,1,0,3,0,
CSE,6.28,0,6.9,4.5,54.4,6.1,2.8,3.5,0,4,2,2,0,3,1,13.56
CSE,8.39,0,4.6,3.8,54.2,5.4,1.3,3.1,1,3,2,0,1,0,1,16.96
CSE,5.52,1,6.1,6.9,64.1,5.7,4.4,4,0,1,0,0,0,2,1,16.53
CE,7.28,0,2.5,9.6,53.2,5.7,7,2.2,0,4,0,0,0,1,0,
EE,8.49,1,6.2,5.3,69,6.7,5,3.6,2,1,0,0,1,1,1,17.88
CSE,6.65,1,7.1,6.3,79.1,3.9,5.5,3.8,1,1,1,0,0,2,0,
Chemical,8.7,3,4.5,7,65.9,6.9,6.1,5.9,0,2,0,0,2,1,0,
IT,6.87,0,9.1,5,64.8,9.7,2.8,5.3,1,2,0,2,0,1,1,18.62
ECE,6.57,0,7.7,5.7,56.7,6.4,4.3,4.6,3,2,3,0,1,0,1,19.1
CSE,9.25,2,7.8,7.7,54.9,6,4.3,3.4,1,2,0,0,0,2,1,20.93
CSE,7.05,0,6.3,5.6,70,4.8,10,3,1,3,1,1,0,1,0,
CSE,7.78,0,5.4,7.4,82.4,8.2,7.8,5.7,1,2,1,0,1,0,1,21.82
CSE,7.7,0,6,5.9,80.4,8.2,3.2,1.2,1,1,0,1,0,0,1,16.53
ME,8.48,0,8.1,6.8,71.6,4.3,3.9,5.3,0,1,2,0,0,2,0,
CSE,7.27,0,5,4.9,63.3,7,4.7,4.1,0,4,2,0,0,1,1,16.13
ECE,7.29,0,5.3,4.3,57.3,4.8,6.3,3.6,0,2,1,0,0,2,0,
Chemical,6.37,0,6.8,5.3,57.4,7.3,7.2,3.9,1,3,2,2,0,2,1,17.23
EE,6.33,0,7.6,3.6,62.1,6.6,5.8,6,0,4,2,1,2,1,0,
Chemical,6.77,0,6,5.9,53,6.1,4.3,1.8,1,2,3,0,2,0,1,15.77
CSE,7.54,0,5.9,5.2,78.2,4,2.8,5.6,0,2,1,0,1,3,1,18.27
ECE,7.39,1,7,3.8,79.5,4.9,7.6,6,0,3,1,1,0,1,1,19
CE,8.27,0,6.8,6.1,54.6,2.8,6.7,1,0,1,1,0,0,0,0,
CSE,8.16,1,9.7,6.6,78,7.2,3.2,4.9,1,3,3,1,0,0,1,20.67
CSE,7.6,0,4.6,6.5,76.4,5.6,5.5,2.8,2,3,1,3,0,1,1,19.51
EE,9.08,0,6,6.6,56.6,7.2,5.6,3.5,1,0,0,0,0,1,0,
EE,7.08,0,6,6.6,59.5,5.3,3.9,2.8,2,3,1,0,0,1,1,17.76
ME,7.35,0,3.8,4.6,54.7,3.9,2.8,4,0,1,2,0,0,0,1,13.95
ME,8.37,1,4.4,3.5,65.8,8,5.9,6.6,2,1,2,2,0,1,0,
ME,7.19,0,6.5,8.6,54.8,4.8,1.2,4.9,3,2,0,1,0,2,1,19.47
CSE,7.36,0,10,2.5,60.8,2.2,5.9,5.6,0,1,1,0,1,1,1,18.46
ECE,7.28,1,6.6,4.8,56.2,5,5.4,4.1,2,3,0,0,0,0,1,17.38
CSE,7.07,0,6.3,4.5,76.2,6.6,3,7.1,2,2,3,0,0,3,1,16.98
CSE,6.18,0,5.1,4.3,56.4,8.9,4.9,7.4,0,2,1,0,1,1,1,15.1
Chemical,7.87,0,4.4,2.3,66.8,6.2,1.5,4,3,2,2,1,0,1,0,
CE,8.09,1,5.5,5.2,64.3,3.8,6.6,3.8,0,1,1,0,0,1,1,15.87
EE,8.45,1,7.7,7.6,50.4,5.6,4.4,2.5,2,1,3,1,0,0,0,
ECE,7.01,1,5.8,3.7,72.2,6.3,4.1,7.1,1,3,0,0,0,1,0,
ECE,7.24,0,7.8,6.8,62.5,9.3,9.8,3.1,1,1,1,1,0,1,1,18.37
CSE,6.09,0,8.2,3.8,69.8,7.4,5.2,4.3,0,4,0,1,0,1,0,
CSE,5.65,3,7.7,2.1,50.3,6.1,5.8,5.4,1,3,0,1,0,2,1,13.64
CSE,7.13,2,6.9,8.7,80.3,4.7,2.6,2.2,0,3,1,2,1,2,0,
IT,8.91,0,6.1,8.2,59,7.3,7,7.9,2,3,0,1,0,1,1,25.06
EE,6.11,0,7.5,7.1,63.1,9.1,2.8,4,1,3,1,3,1,2,1,16.06
CE,6.28,0,3.9,7.8,63.6,8.6,2.1,4.9,0,3,2,1,0,0,1,14.42
ME,7.2,0,5.7,3.9,49.9,3.9,4,2.9,1,4,2,2,1,1,0,
Chemical,6.64,0,7.9,5.5,62,6.5,3.3,4.4,0,4,0,0,2,1,1,14.63
CSE,7.3,2,6.4,7.5,56.6,7,8.6,0.3,0,2,2,0,0,1,0,
ECE,6.5,1,4.7,9.5,75.9,5.1,7.2,4.3,0,2,1,0,1,3,0,
ECE,8.03,0,2.7,7.6,75.3,7.5,4.9,5.1,2,4,0,1,0,1,1,19.07
IT,6.91,0,4.5,6.2,54.2,7.2,2.3,4.4,1,4,0,2,1,0,0,
Chemical,8.53,0,7.1,3.9,50.5,6.7,5.6,6,1,3,2,0,2,0,1,20.32
CSE,6.4,0,4.4,5.7,50,8.5,5.1,3.2,3,3,2,0,0,1,0,
IT,6.76,2,4.3,4.6,67.6,3.3,6.2,3.6,2,2,3,0,0,1,0,
IT,7.18,0,7.3,4,45.5,3.4,6.2,4.2,0,1,1,1,1,0,0,
CSE,6.1,3,5,3.9,61.3,5.3,3.9,3.4,0,3,3,0,1,0,0,
ECE,6.36,1,5.8,4.6,62.3,6.8,4.9,3.2,0,3,2,0,0,1,1,13.09
ME,8.61,0,5.2,4,56.3,5.3,4.3,5.3,0,2,1,0,0,1,1,15.22
Chemical,6.43,0,5,7.1,44.3,7.7,3,6,1,1,0,0,1,2,1,16.26
CSE,6.84,0,6.7,2.9,71,6.5,3.3,4.2,0,1,1,1,0,1,0,
IT,6.61,1,4.5,6.7,67.5,6,6.4,1.6,2,3,3,1,1,0,0,
ECE,8.3,1,4.7,7.3,52.4,8.9,5.7,4.7,1,1,1,0,0,2,1,19.16
EE,7.21,1,4,3.9,55.3,4.5,4.1,1.4,1,2,0,0,1,0,0,
ME,7.14,1,5.3,7,87,9.4,3.1,3.8,2,1,2,1,0,1,1,16.21
CE,6.75,0,4.4,2.5,50.6,7.1,4,3.5,1,3,1,0,2,1,1,12.42
IT,8.22,0,5.5,4.8,80.1,6.5,2,4.9,0,1,1,2,1,2,0,
IT,7.98,0,6.5,2.8,67.2,3.9,2.4,8.6,1,1,0,0,0,3,1,16.69
IT,7.56,0,7.1,4,79.1,3.5,4.5,1,1,2,3,1,0,3,1,14.66
CSE,7.41,0,5.4,1.4,59.3,6.1,6.7,2.2,1,2,2,1,0,2,1,14.56
EE,6.5,0,4.3,5.4,56.1,8.2,3.5,4.8,1,1,0,1,0,1,1,16.37
CSE,7.02,0,5.7,5.2,77,5.9,5.6,2.5,1,2,1,1,1,3,1,20.61
ME,8.02,0,7.7,8.8,45.7,5.3,5.5,2.8,0,4,2,0,0,1,1,18.15
CE,8.19,0,5.6,3.9,69.7,3.3,7.6,2.4,3,5,1,0,0,0,1,19.2
ME,6.98,0,1.7,2.5,83.4,6.7,1.6,0.8,1,1,1,0,0,1,0,
ME,7.44,0,6.7,5.7,52.7,4.2,4.2,4.6,1,2,1,0,1,2,1,16.69
Chemical,6.64,0,7.5,6.1,51,7.1,3.5,3.1,1,5,0,1,0,0,1,17.57
CSE,7.32,1,3.8,5.9,41,5.3,7.3,2,0,4,0,2,0,1,0,
EE,6.01,0,8.2,5.6,55.3,7.1,7.4,6.3,1,1,0,0,2,3,1,17.59
ECE,6.79,2,6.9,2.5,67.7,3.5,3.4,5.4,1,4,1,1,0,1,1,15.38
CSE,6.69,3,7.8,1.8,54.1,6.8,1.6,3.9,0,2,0,2,0,1,0,
CSE,8.53,0,6.6,5.1,55.8,6.8,1.9,4.5,1,3,4,0,0,2,1,20.68
Chemical,7.57,0,6,5.5,51.2,4.9,5.9,5.5,0,2,1,2,0,1,0,
IT,6.45,0,6.9,3.5,65.4,8.5,8.5,3,0,3,0,1,2,3,0,
Chemical,7.73,0,9.3,6.4,41.5,9,2.4,5.9,0,2,4,2,0,0,1,18.75
Chemical,6.7,2,6.3,5.1,71.6,4.9,2.9,3.6,0,2,1,0,0,1,0,
CSE,5.87,0,6.7,5.4,68.5,4.9,3.8,4.8,0,0,0,2,0,0,1,13.91
ECE,6.16,0,7.2,6.3,63.4,2.8,5.1,4.6,1,4,3,0,0,3,0,
EE,6.22,1,6.8,8.1,60.6,8.1,5.1,6.8,2,4,1,3,0,2,1,21.29
ME,6.81,1,6.3,5.5,63.5,7.3,2.9,3.4,1,4,3,2,0,2,1,14.13
ME,7.98,2,5.8,6,90.7,6.5,5.5,3.9,2,2,3,0,0,1,1,18.83
ECE,7.37,0,7.7,5.9,51.9,5.2,6.1,4.5,1,3,2,2,0,1,1,18.86
CE,7.4,0,5.8,2,63.8,6.8,5.3,5.3,1,1,1,2,0,3,0,
CE,7.54,0,7.3,6.5,76.3,2.6,5.1,1.4,1,3,1,3,0,1,1,16.17
CSE,7.59,0,3.5,2.3,52.5,6.7,4.3,4.8,0,3,1,0,0,0,1,14.91
ME,5.75,0,6.3,6.2,93.7,7.4,3.5,4.6,0,2,1,1,0,1,1,12.05
CE,7.01,0,1.9,6.8,68.2,7,4.5,4,1,2,2,1,0,0,0,
CE,6.93,0,3.9,3.6,84,7,4.5,5.8,0,3,0,1,0,1,1,15.38
CSE,6.59,0,5.7,4,66.4,5.5,5.7,7.3,0,2,2,0,0,2,0,
IT,7.19,2,5.1,4.9,65.8,7.2,7.2,6.2,1,2,3,1,0,3,1,16.84
CSE,5.75,2,7.4,2.4,64.6,4,3,2.6,1,0,2,0,0,0,1,15.11
ECE,8.05,0,7,6.3,77.6,4.9,7.4,3.3,2,1,0,0,1,0,1,21.17
IT,6.47,1,6.4,7.3,82.6,6.3,3.4,0.8,1,0,2,0,0,1,1,18.41
CE,6.28,2,7,8.9,55.3,4.9,6.5,2.3,1,1,2,1,0,0,1,18.77
ECE,7.03,0,5.9,4.3,65.7,3,6.9,2.8,0,3,0,1,0,3,1,15.72
EE,7.28,3,5.8,6.3,63.4,4.8,6.9,4.2,1,0,2,0,1,1,1,17.81
CE,6.56,1,7.5,5.3,60.1,6.3,5.5,5.6,2,3,3,2,1,2,1,22.65
IT,5.71,0,8.4,5.2,72,4.3,1.8,1.9,1,2,1,0,1,1,0,
EE,6.81,0,5.7,7.7,83,3.3,0.2,4.1,2,3,1,1,0,0,0,
CE,5.85,1,6.9,2.8,81.2,5.5,0.5,6.3,1,4,2,1,0,1,1,12.94
ME,7.75,1,6.9,5.5,55.4,4,6,5,1,4,2,1,0,0,1,19.94
CSE,7.1,3,7.4,5.3,67,5.9,4.4,3,0,4,4,0,2,0,1,14.3
ECE,7.54,0,7.8,9.9,67.8,6,1.9,6.3,1,4,1,1,0,0,1,20.83
ME,5.49,1,4.1,5.2,66,6.6,1.5,5.8,0,3,2,2,0,3,1,10.59
CE,7.22,1,6.7,3.8,82.5,1.9,7.4,4.7,1,1,2,0,0,1,1,17.66
ME,5.15,2,8.1,6.8,53.8,6.5,3,4.6,2,2,0,2,2,0,1,16.63
ECE,7.02,1,5.8,7.4,80,6.6,4.8,3.7,1,3,3,0,0,1,1,16.31
CSE,6.59,0,5.5,5.6,63.3,7.4,2.2,3.1,1,2,0,1,0,2,1,15.48
ME,9.58,1,5.3,5.3,66.8,6.3,4.5,3,0,1,4,1,0,1,1,16.92
ECE,6.3,0,5.4,2.9,59.8,6.2,5.9,2.8,1,2,2,0,0,2,1,15.24
EE,7.33,0,5.3,6.5,54,7.8,2.1,7,0,2,1,0,1,1,0,
CSE,5.33,2,6.1,8.2,81.6,7.2,6.7,2.6,2,4,1,0,0,1,1,21.23
CE,6.65,0,7,8.8,87.9,3.3,2.6,4.9,1,4,2,0,0,0,1,20.77
Chemical,5.52,0,5.7,4.6,67.4,8.5,6.5,5.9,1,1,0,0,1,0,0,
CSE,6.84,0,6.9,9,74.6,4.6,7,4,0,4,0,1,0,0,1,19.03
ME,9.22,0,6.1,7.4,66.4,6.8,5.6,4.2,0,4,2,2,0,2,1,18.02
CSE,6.32,0,9,5.7,67.1,4.2,3.4,1,0,1,4,3,0,2,1,17.17
EE,4.91,0,5.4,3.9,63.7,4.6,5.3,6.9,0,3,0,0,0,2,1,12.7
CE,8.22,0,7.6,4.3,70,4.9,2.8,3.3,0,1,3,0,0,3,1,15.05
ME,7.93,0,5.5,5.9,84.4,7,1.4,8.8,0,0,1,3,1,0,0,
CE,7.05,0,5.9,2.6,65.8,5.5,3.2,4.3,2,3,2,0,0,3,1,16.04
IT,7.03,1,4.9,7.1,46.5,6.5,2.7,3.3,1,1,1,0,0,1,1,17.93
CSE,7.77,1,5.2,5.9,65.3,7.9,5.9,1.9,0,4,2,0,0,2,1,16.45
CSE,8.99,0,4.7,5.4,64.7,5.7,3.5,4,3,3,1,0,0,0,1,20.08
IT,6.09,2,4.9,6.4,46.9,5,0.4,3.9,1,2,3,0,0,1,1,12.03
CE,7.84,0,4.6,5.7,65.4,4,3,4.1,1,4,4,1,0,3,1,17.75
IT,7.5,2,7.4,5.3,53.6,5.1,2.7,5.6,1,1,1,0,0,0,1,17.42
CE,7.62,0,6.4,8.9,55.1,6.4,6.3,3.1,2,4,1,0,1,0,0,
IT,6.56,0,6.2,5.9,87.4,6.1,5.1,3.8,1,2,1,1,0,1,0,
ME,7.87,1,4.9,4.9,81.1,9,3.1,6.3,0,2,1,0,0,2,1,14.28
IT,8.04,0,6.3,1.9,68.1,6.3,1.7,2.1,0,3,2,0,1,0,0,
Chemical,8.75,0,6.3,6.4,64.2,5.4,7.7,5.3,3,0,1,0,0,0,1,23.08
CE,6.77,2,5.5,1.8,94.1,5.7,2.7,7.1,1,2,4,1,0,1,1,16.1
CSE,8.78,1,4.2,8.2,45.8,7.1,1.3,3.8,3,1,2,0,0,1,1,20.53
ECE,6.48,0,4,8.2,52.6,8.6,6.5,7,0,0,1,1,2,0,0,
CSE,7.27,0,6.8,9.1,65.7,6.9,4.3,1.3,1,3,2,2,0,1,1,15.78
CSE,8.03,0,8.3,1.8,82.8,6.1,5,5.4,3,1,1,1,0,3,1,18.96
ECE,7.56,0,5.5,2.1,79,6.2,2.4,4.5,1,2,4,2,0,0,0,
CE,6.17,1,5.6,3,65.8,6.8,3.8,4.1,0,2,1,0,1,1,0,
CE,6.24,0,5.5,6.5,65.7,4.6,5.7,0.7,1,5,0,0,0,3,0,
ME,6.45,0,6.8,4.8,66.6,5.4,0.6,3.7,0,2,3,1,0,2,0,
CE,7.58,0,4.6,4.2,70.3,4.9,5.2,4.3,1,0,2,1,0,0,1,15.56
CSE,6.98,0,7.5,4.4,59.4,7.8,4.9,5.7,1,5,1,0,0,2,1,18.31
CSE,6.64,0,6.2,4.8,52.2,6,3.3,4,1,1,3,1,1,2,1,15.64
CSE,7.45,0,6.8,3.6,66,4.8,4.7,7.4,2,2,1,2,0,1,1,20.75
ME,6.66,0,6.7,5.5,54.9,5.2,5.7,2,1,4,3,0,1,3,1,16.11
CSE,6.7,0,7.5,8.3,56.5,6,3.8,6.9,1,4,0,2,0,2,1,18.81
ECE,8.73,2,5.4,3,48.3,4.9,6,2.6,0,0,2,0,0,0,1,15.76
ME,7.18,1,5.1,5.5,56.5,6.9,3,4.7,2,4,4,1,0,0,1,17.83
IT,5.84,0,4.2,6.4,84.5,3.8,5.5,5.6,1,3,1,0,0,2,1,15.02
CSE,7.48,2,4.6,8,82.7,3.5,7.4,5,0,2,2,2,0,2,0,
EE,8.17,0,6.8,1.3,62.7,4.7,4.8,5.4,0,2,1,1,2,0,1,14.11
EE,6.03,3,3.5,7.3,89.5,4.2,6.2,3,1,4,1,1,0,0,0,
IT,6.86,0,6.6,7.5,77.5,3.9,5,2.6,1,3,0,2,1,1,1,18.41
Chemical,6.52,2,5.6,4.4,69.4,6,1.8,2.1,0,3,3,0,0,2,0,
CSE,7.56,1,7.3,4.3,76.8,5.4,3,4.8,0,3,0,2,0,2,0,
CSE,6.99,2,4.6,4.4,68.7,7,6.3,2.1,0,2,1,0,0,1,0,
IT,5.95,0,5.9,5.9,64.5,7,1.6,3.4,1,3,0,1,1,1,1,14.05
ME,6.66,0,7.6,6.5,56.1,6,0,1.7,2,1,2,0,0,1,1,16.44
CE,7.62,0,6.3,6,66.2,5.9,5.5,1.5,0,1,2,0,0,0,0,
EE,7.28,0,5.5,8.5,42.8,3.4,5.9,4.1,1,2,3,1,0,1,1,18.59
EE,6.88,1,7.4,3.4,65.5,6.8,4.9,5.2,0,2,2,0,1,0,0,
Chemical,5.89,3,2.7,3.8,90.2,6.2,2.2,5.1,1,2,2,0,0,2,1,11.38
Chemical,6.78,0,6.9,5.3,61.2,6.4,3.1,6.9,1,1,2,0,2,1,0,
EE,6.79,0,3.3,6,89.5,4.6,2.6,5.1,1,2,3,0,1,0,1,15.34
ECE,6.88,0,6.5,4.3,80,4.6,6.2,5.4,1,0,0,0,2,1,1,19.79
IT,8.32,0,7.3,4.4,81.3,6.8,3,4.3,0,3,1,0,0,0,1,17.76
CSE,7.13,0,6.2,6.7,61.3,5.2,6.1,0,3,4,1,2,0,2,1,19.09
CSE,5.38,1,5.7,4,68,5.9,4.5,2.9,1,1,1,1,0,2,0,
IT,5.38,0,6.1,5.3,84.3,5.7,5.4,4.6,1,4,2,0,0,0,1,17.9
ECE,9.09,2,8.1,5.8,77.4,5.3,4.6,3.8,2,1,3,0,0,2,1,23.33
CSE,7.19,0,4.1,5.3,69.6,3,3.8,4.9,0,3,1,2,1,1,0,
CSE,6.9,1,5.6,5.5,71.8,6.6,3.3,4.4,1,1,0,0,1,1,1,16.93
IT,8.44,1,2.8,7.4,67.8,6.3,3.7,4.7,0,2,1,0,1,2,0,
ME,7.73,0,6.2,6.7,76.3,8,3,4.5,3,2,0,0,0,3,1,16.96
EE,6.83,0,5,7.9,78.3,8.8,6.2,4.2,1,2,2,1,0,0,1,19.61
CSE,7.93,3,5.6,7.3,63.7,8,3.9,3.3,1,2,2,0,0,0,0,
IT,8.81,1,5.4,6.5,51.4,4.1,3.3,2.8,0,3,2,0,0,1,0,
IT,8.06,0,8.1,8.1,82.7,6.4,4.1,6,1,1,2,0,1,2,1,21.8
ECE,7.27,1,6.4,4.4,84,5.9,4.4,5,0,3,1,0,0,0,1,16.86
ME,6.49,0,4.6,6.9,71.6,5.4,2.4,4.9,0,3,1,1,2,2,0,
CSE,6.96,0,4.8,9.2,49.1,6.3,3.3,5.2,0,3,0,0,0,2,1,15.94
Chemical,8.13,0,5.1,9.9,63.9,5.5,3.1,3.9,3,5,2,0,2,1,1,21.55
EE,7.21,0,5.4,3.1,91.9,7.8,4.4,3.7,1,2,2,1,0,1,0,
Chemical,8.06,0,5.9,5,73.4,3.8,5.9,2.6,0,4,2,1,0,1,0,
ECE,6.49,0,5,4.6,77.3,4.9,3.8,3.7,0,4,2,1,2,1,0,
IT,6.85,0,6.2,3.8,73.4,6.7,3.1,3.7,1,3,1,3,1,1,1,14.27
IT,6.19,0,4.1,4.6,69.7,5.5,2.3,3.9,1,2,1,0,0,0,1,12.51
EE,9.08,1,5.9,7.4,49.5,5.8,2.5,5.3,3,4,0,0,0,2,0,
Chemical,8.19,0,5.4,7.2,75.4,5.2,4.4,3.8,2,1,1,2,0,1,1,19.94
ECE,6.14,0,6.5,5.7,74.2,8,4.6,2,3,1,1,0,1,2,1,18.48
CSE,6.76,0,7.7,5.8,51.9,7.4,6.6,4.4,0,1,1,0,0,1,1,17.07
EE,6.6,0,3.6,1.9,58.6,6.8,1.1,4.8,1,3,2,3,0,1,1,14.49
EE,7.09,2,7.5,7.2,64.6,6.1,4.3,3.9,2,1,2,0,1,2,1,18.18
CE,7.64,0,5,2.2,67.4,4.2,5.1,3.2,2,3,1,0,2,0,1,18.43
CSE,8.48,0,6.5,4.6,67.7,6.7,7.1,5.2,2,1,0,0,0,2,1,19.46
ME,7.45,2,4,4.8,55.5,8.2,4,4.3,3,3,1,1,0,0,1,16.39
ECE,7.94,0,7.1,5.7,67,7.6,3.5,6.2,0,3,0,1,0,1,1,19.65
ME,8.13,0,6.5,3.6,59.5,3.5,2.8,3.1,0,4,2,0,1,2,1,14.02
EE,8.41,0,4.7,6.6,78.8,7.5,4.1,1.5,0,2,1,2,2,2,1,13.41
IT,7.17,1,7.1,4.7,55.6,6.5,7.3,3.9,3,1,1,0,0,2,0,
CSE,5.43,0,5.1,7.2,79.7,6.8,3.1,6.1,0,3,0,3,0,1,1,15.33
ME,8.01,3,4.5,3.6,64.5,4.9,4.7,2.3,1,2,4,3,2,0,1,16.59
ECE,5.26,0,4.7,7.1,76.6,7.8,7.6,5.2,1,4,1,0,0,2,1,15.95
CSE,6.54,2,4,8.2,57.1,5,6.4,2.6,2,0,2,0,0,0,0,
IT,8.1,0,5.2,3.4,35.2,4.5,6.3,5,2,4,2,0,0,2,1,19.62
Chemical,7.7,0,3.4,4,45.9,4,5.4,6,0,1,1,1,2,1,1,15.06
ECE,5.27,2,6,4.7,83.1,5.3,4.9,4,2,2,3,0,1,1,0,
IT,7.55,2,7.7,5.7,62.4,6,3.8,1.9,1,1,1,1,0,3,1,19.15
IT,7.38,0,4.7,4.3,74.5,3.5,7.6,6.3,0,2,1,0,0,1,0,
IT,7.12,0,6.6,7.4,71.8,6.3,5.2,2.3,3,3,0,2,1,3,1,20.14
CSE,7.99,1,7,6.3,83,5.8,3.6,4.6,0,2,2,3,0,2,0,
Chemical,7.23,0,5.4,6.3,75.9,7.4,1.4,1.2,1,1,1,0,0,2,0,
ECE,6.15,2,6,3.9,51.7,6.1,5.3,5.7,1,2,2,0,2,0,0,
ECE,7.18,1,7.5,7.2,49.1,8.1,3.1,5.1,0,2,0,0,0,0,0,
CSE,6.16,1,4.7,6.2,72.4,3.9,5.6,6.4,0,3,1,1,0,0,0,
ME,5.57,0,6.4,2.5,76.3,6.8,2.7,0.5,2,2,1,0,1,2,0,
CSE,7.19,0,5,5.9,73.8,5.9,5.2,6.6,0,2,3,1,0,0,1,16.34
CSE,7.61,0,5.7,4.6,63,5.2,10,3.9,1,2,1,1,0,3,1,21.36
ECE,8.88,0,7.9,4,65.1,6.2,3.3,6.9,0,3,0,1,0,1,1,15.52
IT,6.73,2,6.8,8.6,65.2,7,2.3,3.1,3,2,4,1,0,0,1,18.9
IT,6.66,1,6.1,3.5,66.8,6.7,3.5,3.2,1,3,3,1,0,1,1,13.99
ECE,6.29,0,6.6,4.8,48.2,4,2.2,4.1,1,1,1,0,0,0,1,17.23
IT,5.65,0,5.7,3.7,70.9,3.6,4.5,4.1,1,0,4,0,0,0,1,13.85
IT,5.71,1,4.7,5.1,72.1,7.2,0,4.9,1,4,0,0,0,1,1,15.33
IT,7.94,2,7.7,4.7,59.4,6.8,7.2,1.7,0,4,2,1,0,1,1,19.42
CSE,8.33,0,8.5,5.7,48.6,4.4,4.2,6.6,1,4,2,0,0,1,1,20.66
EE,7.79,0,8.1,4.5,75.8,6.4,7.4,3.9,1,4,1,1,1,0,1,18.43
Chemical,7.55,3,5.3,3.3,74,6.1,8.5,3.8,1,1,0,3,0,2,1,15.9
EE,6.63,0,4.4,5.6,55.1,4.8,6,5.2,3,2,3,1,0,2,1,18.65
ECE,6.69,0,7.6,5.7,62.7,8.3,4.2,3.1,1,1,2,1,0,0,1,15.25
ME,6.58,0,6.2,6.6,60.7,6.5,3.2,4.3,1,5,1,0,0,0,0,
EE,8.09,1,5.7,5.4,53.3,7.5,0.7,0.8,0,3,3,0,1,0,1,14.17
ME,6.7,0,3.8,8.4,72.2,4.8,6.7,3.4,1,2,4,1,0,2,0,
CSE,5.03,3,5.4,6.5,80.6,6.8,4.7,1.9,1,2,2,1,1,1,0,
ECE,6.64,0,6.3,4.2,55.1,5.7,4.6,4.7,0,3,1,1,0,0,1,15.16
IT,7.5,3,7.5,5.5,66.5,6.6,1.9,4.4,2,2,1,3,0,1,1,18.52
IT,7.12,1,7.5,7.1,59.6,4.1,4.7,0,1,2,1,1,0,2,0,
CSE,6.56,3,5.1,4.4,49.9,5.9,7,3.3,1,5,0,2,0,2,1,18.05
Chemical,6.58,1,6.8,7.2,50.7,4,6.6,3.6,0,3,2,1,0,1,1,15.91
ECE,5.64,0,5.3,7.3,71.8,6.2,3.7,6.7,1,1,0,2,0,1,0,
EE,7.9,1,4.8,6.6,67.5,6.7,6.7,2.6,1,4,1,1,0,2,1,17.94
IT,5.48,0,5.1,6,61.8,8.5,3.5,3.4,0,2,1,1,1,1,1,11.48
IT,8.78,0,7.5,4.1,63.4,5,4,6.6,0,2,4,0,0,2,1,17.57
Chemical,6.92,2,5.9,9.7,73.9,8.3,0.1,4.5,0,4,0,0,0,2,1,16.65
ECE,6.15,0,6.3,5.1,65.1,7.2,8.3,5.4,1,5,4,1,0,1,1,19.53
IT,4.85,0,6.2,7.7,89,7.2,8.2,1.4,2,1,3,1,1,1,0,
CSE,6.53,1,9.4,4.1,76.6,7.5,7.6,3.2,2,1,1,1,0,0,1,20.35
EE,6.41,1,6.9,4.3,27.2,6.1,6.3,7.2,1,2,2,1,0,3,1,18.37
IT,6.17,1,6.6,8.7,86,7.6,1.8,6,0,4,1,0,0,3,1,14.43
EE,5.78,0,4.2,5.9,79.5,7.4,0.9,6.2,2,3,1,3,1,1,1,11.7
ECE,7.42,2,7.4,5.4,46.3,5.1,2.3,7,3,2,0,0,2,1,0,
IT,6.44,0,2.6,2.2,75.7,6.3,3.5,3.6,0,1,1,0,0,1,1,10.56
CSE,6.26,0,3.7,9,88.2,4.6,2.3,4.1,1,3,3,1,1,0,1,14.3
CSE,9.75,0,6,7,70.3,4.5,5.1,3.7,1,1,1,0,2,3,1,19.83
EE,6.23,3,7,4.8,53.5,6,6.1,5.6,0,2,1,0,0,1,1,18.32
ME,7.43,2,5.5,6.2,66.2,5,4.7,5.6,3,2,2,0,0,0,1,21.04
IT,6.76,0,5.7,6.9,69.3,7.5,2.9,4.9,0,2,1,1,1,1,0,
ECE,9.54,0,6.9,5.8,65.5,4.1,2.5,7.1,1,4,1,2,0,1,1,21.22
CSE,8.14,2,6.9,8.3,85.9,6.2,4.1,5.6,2,0,1,2,0,2,1,20.77
IT,7.75,0,5.4,5.4,94.5,7.2,2,6.4,1,2,3,0,0,0,1,17.05
CE,6.4,1,1.9,6.2,63.2,5.8,4.4,1.9,0,5,2,1,0,3,1,13.69
CSE,8.89,2,5.2,6.1,71,5,5.8,1.8,2,2,1,0,0,2,1,23.14
